# HOMER Peaks
# Peak finding parameters:
# tag directory = USF2_tags/
#
# total peaks = 20375
# peak size = 318
# peaks found using tags on both strands
# minimum distance between peaks = 636
# fragment length = 150
# genome size = 2000000000
# Total tags = 15985705.0
# Total tags in peaks = 1288648.0
# Approximate IP efficiency = 8.06%
# tags per bp = 0.007993
# expected tags per peak = 2.542
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.845597e-06
# FDR tag threshold = 13.0
# number of putative peaks = 40570
#
# input tag directory = INPUT_tags/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 18904
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1291
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks USF2_tags/ -style factor -i INPUT_tags/ -o USF2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr17-22	chr17	35567885	35568203	+	264.6	0.928	425.000000	423.0	8.2	51.71	0.00e+00	76.66	0.00e+00	0.55
chr17-18	chr17	50372812	50373130	+	264.6	0.842	432.000000	423.0	14.8	28.53	0.00e+00	47.52	0.00e+00	0.55
chr4-5	chr4	1346996	1347314	+	263.4	0.810	425.000000	421.0	10.2	41.17	0.00e+00	110.50	0.00e+00	0.55
chr17-23	chr17	19648547	19648865	+	263.4	0.917	422.000000	421.0	12.8	32.94	0.00e+00	53.19	0.00e+00	0.55
chr2-12	chr2	8680310	8680628	+	262.7	0.906	421.000000	420.0	8.2	51.34	0.00e+00	28.74	0.00e+00	0.56
chr11-14	chr11	65487619	65487937	+	262.7	0.924	422.000000	420.0	11.8	35.72	0.00e+00	40.85	0.00e+00	0.56
chr2-11	chr2	241315087	241315405	+	262.1	0.889	424.000000	419.0	7.2	58.54	0.00e+00	42.24	0.00e+00	0.56
chr7-5	chr7	96322082	96322400	+	262.1	0.882	421.000000	419.0	9.2	45.53	0.00e+00	63.47	0.00e+00	0.56
chr15-5	chr15	73633383	73633701	+	262.1	0.925	420.000000	419.0	12.8	32.78	0.00e+00	53.15	0.00e+00	0.56
chr17-24	chr17	3636535	3636853	+	262.1	0.902	420.000000	419.0	9.2	45.53	0.00e+00	64.11	0.00e+00	0.56
chr19-20	chr19	2427794	2428112	+	262.1	0.882	423.000000	419.0	9.2	45.53	0.00e+00	48.51	0.00e+00	0.56
chr1-15	chr1	26431998	26432316	+	261.5	0.877	421.000000	418.0	8.7	48.09	0.00e+00	71.10	0.00e+00	0.56
chr4-6	chr4	17614418	17614736	+	261.5	0.855	420.000000	418.0	8.7	48.09	0.00e+00	74.86	0.00e+00	0.56
chr17-25	chr17	51260300	51260618	+	261.5	0.822	419.000000	418.0	8.7	48.09	0.00e+00	35.75	0.00e+00	0.56
chr19-22	chr19	5680807	5681125	+	261.5	0.771	419.000000	418.0	4.6	90.85	0.00e+00	41.05	0.00e+00	0.56
chr19-23	chr19	10315863	10316181	+	261.5	0.913	419.000000	418.0	6.1	68.13	0.00e+00	90.26	0.00e+00	0.56
chr19-21	chr19	10701247	10701565	+	261.5	0.876	422.000000	418.0	6.6	62.89	0.00e+00	71.10	0.00e+00	0.56
chr7-6	chr7	108569672	108569990	+	260.9	0.936	419.000000	417.0	13.3	31.37	0.00e+00	48.46	0.00e+00	0.56
chr13-5	chr13	97433005	97433323	+	259.6	0.869	416.000000	415.0	10.7	38.65	0.00e+00	62.24	0.00e+00	0.56
chr20-10	chr20	23361708	23362026	+	259.6	0.898	418.000000	415.0	13.8	30.06	0.00e+00	16.28	0.00e+00	0.56
chr1-16	chr1	222712610	222712928	+	259.0	0.858	417.000000	414.0	6.1	67.48	0.00e+00	56.27	0.00e+00	0.56
chr12-11	chr12	113185402	113185720	+	259.0	0.864	418.000000	414.0	8.2	50.61	0.00e+00	52.96	0.00e+00	0.56
chr14-13	chr14	75176507	75176825	+	259.0	0.841	417.000000	414.0	6.1	67.48	0.00e+00	61.79	0.00e+00	0.56
chr11-15	chr11	75814677	75814995	+	258.4	0.882	416.000000	413.0	8.2	50.49	0.00e+00	49.51	0.00e+00	0.56
chr17-26	chr17	82457984	82458302	+	258.4	0.910	415.000000	413.0	11.8	35.12	0.00e+00	50.91	0.00e+00	0.56
chr19-24	chr19	10879164	10879482	+	258.4	0.889	419.000000	413.0	9.7	42.52	0.00e+00	86.72	0.00e+00	0.56
chr12-10	chr12	103965637	103965955	+	257.7	0.897	427.000000	412.0	12.3	33.58	0.00e+00	48.62	0.00e+00	0.56
chr20-11	chr20	41003079	41003397	+	257.7	0.911	415.000000	412.0	9.7	42.41	0.00e+00	44.48	0.00e+00	0.56
chr2-13	chr2	27582788	27583106	+	257.1	0.898	413.000000	411.0	12.3	33.50	0.00e+00	51.50	0.00e+00	0.56
chr16-19	chr16	85136853	85137171	+	257.1	0.911	415.000000	411.0	16.4	25.12	0.00e+00	18.65	0.00e+00	0.56
chr17-27	chr17	39730383	39730701	+	257.1	0.908	413.000000	411.0	14.3	28.71	0.00e+00	61.04	0.00e+00	0.56
chr20-12	chr20	23628927	23629245	+	257.1	0.894	413.000000	411.0	16.4	25.12	0.00e+00	40.24	0.00e+00	0.56
chrX-2	chrX	101408035	101408353	+	257.1	0.875	413.000000	411.0	5.6	73.08	0.00e+00	82.87	0.00e+00	0.56
chr1-17	chr1	110339047	110339365	+	256.5	0.797	412.000000	410.0	8.2	50.12	0.00e+00	30.60	0.00e+00	0.56
chr2-14	chr2	85595425	85595743	+	256.5	0.888	411.000000	410.0	12.3	33.41	0.00e+00	47.28	0.00e+00	0.56
chr19-25	chr19	49487228	49487546	+	256.5	0.887	415.000000	410.0	8.2	50.12	0.00e+00	67.11	0.00e+00	0.56
chr19-27	chr19	2783399	2783717	+	255.9	0.930	409.000000	409.0	9.7	42.11	0.00e+00	74.12	0.00e+00	0.56
chr20-14	chr20	4244943	4245261	+	255.9	0.882	410.000000	409.0	15.3	26.67	0.00e+00	55.84	0.00e+00	0.56
chr20-13	chr20	50441675	50441993	+	255.9	0.902	412.000000	409.0	14.8	27.59	0.00e+00	13.58	3.32e-301	0.56
chr7-7	chr7	47734323	47734641	+	255.2	0.914	410.000000	408.0	6.6	61.39	0.00e+00	69.79	0.00e+00	0.56
chr6-11	chr6	53548043	53548361	+	254.6	0.884	409.000000	407.0	12.8	31.84	0.00e+00	44.10	0.00e+00	0.56
chr1-18	chr1	25906308	25906626	+	254.0	0.872	408.000000	406.0	5.6	72.19	0.00e+00	77.74	0.00e+00	0.57
chr1-19	chr1	42682162	42682480	+	254.0	0.916	407.000000	406.0	9.7	41.80	0.00e+00	54.46	0.00e+00	0.57
chr3-10	chr3	44861691	44862009	+	254.0	0.943	407.000000	406.0	3.6	113.45	0.00e+00	65.06	0.00e+00	0.57
chr6-8	chr6	3139227	3139545	+	254.0	0.909	412.000000	406.0	6.1	66.18	0.00e+00	52.83	0.00e+00	0.57
chr13-6	chr13	23889265	23889583	+	254.0	0.924	407.000000	406.0	7.2	56.72	0.00e+00	74.92	0.00e+00	0.57
chr17-29	chr17	18039149	18039467	+	254.0	0.921	409.000000	406.0	10.2	39.71	0.00e+00	78.24	0.00e+00	0.57
chr17-28	chr17	72632232	72632550	+	254.0	0.911	410.000000	406.0	15.8	25.62	0.00e+00	59.43	0.00e+00	0.57
chr3-11	chr3	141370230	141370548	+	253.4	0.914	407.000000	405.0	6.1	66.01	0.00e+00	73.40	0.00e+00	0.57
chr10-6	chr10	78029396	78029714	+	253.4	0.890	405.000000	405.0	6.6	60.94	0.00e+00	49.92	0.00e+00	0.57
chr6-10	chr6	44257183	44257501	+	252.7	0.846	409.000000	404.0	7.7	52.68	0.00e+00	51.47	0.00e+00	0.57
chr22-4	chr22	38181685	38182003	+	252.7	0.902	407.000000	404.0	6.1	65.85	0.00e+00	32.80	0.00e+00	0.57
chr3-12	chr3	184812029	184812347	+	252.1	0.927	406.000000	403.0	8.2	49.27	0.00e+00	91.57	0.00e+00	0.57
chr7-9	chr7	2353926	2354244	+	252.1	0.904	407.000000	403.0	5.1	78.83	0.00e+00	52.21	0.00e+00	0.57
chr7-10	chr7	100101264	100101582	+	252.1	0.908	404.000000	403.0	8.7	46.37	0.00e+00	48.31	0.00e+00	0.57
chr12-12	chr12	76559713	76560031	+	251.5	0.911	403.000000	402.0	13.8	29.12	0.00e+00	72.00	0.00e+00	0.57
chr19-26	chr19	4471958	4472276	+	251.5	0.928	413.000000	402.0	11.8	34.19	0.00e+00	78.46	0.00e+00	0.57
chr20-15	chr20	44736315	44736633	+	251.5	0.838	406.000000	402.0	9.2	43.68	0.00e+00	19.37	0.00e+00	0.57
chr22-5	chr22	40651648	40651966	+	251.5	0.939	406.000000	402.0	9.2	43.68	0.00e+00	48.19	0.00e+00	0.57
chr2-16	chr2	8091057	8091375	+	250.8	0.770	406.000000	401.0	12.8	31.37	0.00e+00	49.23	0.00e+00	0.57
chr3-13	chr3	156555163	156555481	+	250.8	0.893	404.000000	401.0	3.1	130.73	0.00e+00	71.40	0.00e+00	0.57
chr6-9	chr6	7313177	7313495	+	250.8	0.917	409.000000	401.0	11.8	34.10	0.00e+00	57.86	0.00e+00	0.57
chr2-15	chr2	189440990	189441308	+	250.2	0.839	407.000000	400.0	7.2	55.89	0.00e+00	43.97	0.00e+00	0.57
chr11-16	chr11	121292493	121292811	+	249.6	0.901	402.000000	399.0	8.7	45.91	0.00e+00	55.98	0.00e+00	0.57
chr17-31	chr17	44070515	44070833	+	249.6	0.871	404.000000	399.0	8.2	48.78	0.00e+00	54.97	0.00e+00	0.57
chr1-21	chr1	155324266	155324584	+	249.0	0.941	400.000000	398.0	6.6	59.88	0.00e+00	57.43	0.00e+00	0.57
chr8-4	chr8	103020916	103021234	+	249.0	0.876	401.000000	398.0	7.7	51.90	0.00e+00	62.46	0.00e+00	0.57
chr9-11	chr9	130240622	130240940	+	249.0	0.939	400.000000	398.0	7.2	55.61	0.00e+00	71.70	0.00e+00	0.57
chr16-20	chr16	70800986	70801304	+	249.0	0.824	403.000000	398.0	7.7	51.90	0.00e+00	70.86	0.00e+00	0.57
chr17-30	chr17	38853642	38853960	+	249.0	0.895	404.000000	398.0	13.8	28.83	0.00e+00	54.10	0.00e+00	0.57
chr20-16	chr20	32819606	32819924	+	249.0	0.941	403.000000	398.0	5.6	70.77	0.00e+00	63.11	0.00e+00	0.57
chr2-18	chr2	128309561	128309879	+	248.3	0.889	399.000000	397.0	8.2	48.53	0.00e+00	39.37	0.00e+00	0.57
chr2-19	chr2	215311858	215312176	+	248.3	0.879	399.000000	397.0	13.8	28.76	0.00e+00	76.02	0.00e+00	0.57
chr8-5	chr8	108443438	108443756	+	248.3	0.887	398.000000	397.0	9.2	43.14	0.00e+00	75.08	0.00e+00	0.57
chr19-28	chr19	32345452	32345770	+	248.3	0.872	403.000000	397.0	6.1	64.71	0.00e+00	66.41	0.00e+00	0.57
chr2-17	chr2	171999835	172000153	+	247.7	0.819	403.000000	396.0	16.4	24.21	0.00e+00	65.17	0.00e+00	0.57
chr7-11	chr7	42911936	42912254	+	247.7	0.876	399.000000	396.0	7.7	51.64	0.00e+00	89.31	0.00e+00	0.57
chr7-8	chr7	99472556	99472874	+	247.7	0.907	409.000000	396.0	6.1	64.55	0.00e+00	44.99	0.00e+00	0.57
chr16-22	chr16	9091056	9091374	+	247.7	0.844	396.000000	396.0	7.2	55.33	0.00e+00	50.24	0.00e+00	0.57
chr12-13	chr12	113966174	113966492	+	247.1	0.920	397.000000	395.0	13.8	28.62	0.00e+00	80.18	0.00e+00	0.57
chr16-21	chr16	22204584	22204902	+	247.1	0.851	398.000000	395.0	5.1	77.26	0.00e+00	22.91	0.00e+00	0.57
chr17-32	chr17	18856142	18856460	+	247.1	0.929	399.000000	395.0	9.2	42.92	0.00e+00	69.92	0.00e+00	0.57
chr17-33	chr17	59106605	59106923	+	247.1	0.938	397.000000	395.0	10.7	36.79	0.00e+00	50.53	0.00e+00	0.57
chr19-29	chr19	53508180	53508498	+	247.1	0.898	397.000000	395.0	7.7	51.51	0.00e+00	50.53	0.00e+00	0.57
chr20-17	chr20	13784759	13785077	+	247.1	0.903	397.000000	395.0	23.0	17.17	0.00e+00	52.29	0.00e+00	0.57
chr15-6	chr15	40565054	40565372	+	246.5	0.927	399.000000	394.0	9.2	42.81	0.00e+00	62.16	0.00e+00	0.57
chr16-23	chr16	30748006	30748324	+	246.5	0.909	395.000000	394.0	12.3	32.11	0.00e+00	58.80	0.00e+00	0.57
chr2-21	chr2	27322921	27323239	+	245.8	0.891	393.000000	393.0	13.8	28.47	0.00e+00	46.74	0.00e+00	0.57
chr6-12	chr6	43369629	43369947	+	245.8	0.918	394.000000	393.0	8.2	48.04	0.00e+00	73.86	0.00e+00	0.57
chr13-7	chr13	32315301	32315619	+	245.8	0.907	395.000000	393.0	6.6	59.13	0.00e+00	63.65	0.00e+00	0.57
chr15-7	chr15	75335883	75336201	+	245.8	0.865	399.000000	393.0	6.6	59.13	0.00e+00	75.73	0.00e+00	0.57
chr16-25	chr16	73070519	73070837	+	245.8	0.904	394.000000	393.0	7.2	54.91	0.00e+00	53.90	0.00e+00	0.57
chr1-22	chr1	24724497	24724815	+	245.2	0.911	394.000000	392.0	8.2	47.92	0.00e+00	87.12	0.00e+00	0.58
chr10-7	chr10	69124007	69124325	+	245.2	0.885	401.000000	392.0	9.2	42.60	0.00e+00	91.81	0.00e+00	0.58
chr14-14	chr14	96462259	96462577	+	245.2	0.879	392.000000	392.0	4.1	95.84	0.00e+00	82.88	0.00e+00	0.58
chr2-20	chr2	210170629	210170947	+	244.6	0.846	395.000000	391.0	4.6	84.98	0.00e+00	61.36	0.00e+00	0.58
chr5-9	chr5	32585341	32585659	+	244.0	0.895	393.000000	390.0	9.7	40.15	0.00e+00	74.68	0.00e+00	0.58
chr17-34	chr17	7035669	7035987	+	244.0	0.929	390.000000	390.0	9.2	42.38	0.00e+00	66.34	0.00e+00	0.58
chr18-1	chr18	31942992	31943310	+	244.0	0.954	401.000000	390.0	7.7	50.86	0.00e+00	108.94	0.00e+00	0.58
chr20-18	chr20	362480	362798	+	244.0	0.909	394.000000	390.0	24.0	16.23	1.75e-315	48.66	0.00e+00	0.58
chr7-12	chr7	1425609	1425927	+	243.3	0.918	392.000000	389.0	4.6	84.54	0.00e+00	87.73	0.00e+00	0.58
chr7-13	chr7	139340422	139340740	+	243.3	0.925	392.000000	389.0	11.2	34.59	0.00e+00	71.35	0.00e+00	0.58
chr10-8	chr10	97498345	97498663	+	243.3	0.801	393.000000	389.0	5.1	76.09	0.00e+00	43.23	0.00e+00	0.58
chr11-18	chr11	108008756	108009074	+	243.3	0.906	391.000000	389.0	8.7	44.76	0.00e+00	71.35	0.00e+00	0.58
chr12-16	chr12	71754688	71755006	+	243.3	0.939	389.000000	389.0	11.8	33.08	0.00e+00	83.41	0.00e+00	0.58
chr12-14	chr12	122064098	122064416	+	243.3	0.943	394.000000	389.0	10.7	36.23	0.00e+00	64.37	0.00e+00	0.58
chr16-26	chr16	4538703	4539021	+	243.3	0.914	392.000000	389.0	9.7	40.05	0.00e+00	64.02	0.00e+00	0.58
chr16-24	chr16	57186063	57186381	+	243.3	0.907	394.000000	389.0	10.2	38.04	0.00e+00	58.63	0.00e+00	0.58
chr19-30	chr19	47256348	47256666	+	243.3	0.859	393.000000	389.0	9.2	42.27	0.00e+00	85.82	0.00e+00	0.58
chr20-19	chr20	36050922	36051240	+	243.3	0.843	392.000000	389.0	15.3	25.36	0.00e+00	66.91	0.00e+00	0.58
chr2-23	chr2	47344943	47345261	+	242.7	0.917	390.000000	388.0	10.7	36.14	0.00e+00	49.22	0.00e+00	0.58
chr11-17	chr11	62771103	62771421	+	242.7	0.699	394.000000	388.0	5.6	68.99	0.00e+00	23.67	0.00e+00	0.58
chr19-31	chr19	18136044	18136362	+	242.7	0.921	389.000000	388.0	8.7	44.64	0.00e+00	111.45	0.00e+00	0.58
chr21-5	chr21	37267254	37267572	+	242.7	0.900	391.000000	388.0	11.2	34.50	0.00e+00	67.12	0.00e+00	0.58
chr1-20	chr1	38859722	38860040	+	242.1	0.878	400.000000	387.0	5.6	68.82	0.00e+00	76.51	0.00e+00	0.58
chr1-23	chr1	150321310	150321628	+	242.1	0.926	394.000000	387.0	7.7	50.46	0.00e+00	104.27	0.00e+00	0.58
chr2-22	chr2	121755296	121755614	+	242.1	0.873	391.000000	387.0	9.7	39.84	0.00e+00	66.20	0.00e+00	0.58
chr4-7	chr4	113762578	113762896	+	242.1	0.878	388.000000	387.0	8.2	47.31	0.00e+00	64.74	0.00e+00	0.58
chr2-24	chr2	101106632	101106950	+	241.5	0.911	390.000000	386.0	11.2	34.32	0.00e+00	52.47	0.00e+00	0.58
chr14-15	chr14	24442195	24442513	+	241.5	0.857	390.000000	386.0	20.4	18.88	0.00e+00	25.38	0.00e+00	0.58
chr21-4	chr21	37221201	37221519	+	241.5	0.887	392.000000	386.0	10.7	35.95	0.00e+00	60.58	0.00e+00	0.58
chr4-8	chr4	55853504	55853822	+	240.8	0.944	386.000000	385.0	9.2	41.84	0.00e+00	75.14	0.00e+00	0.58
chr7-14	chr7	44490786	44491104	+	240.8	0.777	388.000000	385.0	4.1	94.13	0.00e+00	41.27	0.00e+00	0.58
chr10-9	chr10	25016425	25016743	+	240.8	0.898	390.000000	385.0	7.2	53.79	0.00e+00	61.05	0.00e+00	0.58
chr18-3	chr18	35041168	35041486	+	240.8	0.936	386.000000	385.0	6.1	62.75	0.00e+00	79.74	0.00e+00	0.58
chr1-25	chr1	45011985	45012303	+	240.2	0.866	385.000000	384.0	5.6	68.28	0.00e+00	54.63	0.00e+00	0.58
chr1-24	chr1	52698187	52698505	+	240.2	0.744	390.000000	384.0	3.6	107.30	0.00e+00	31.94	0.00e+00	0.58
chr2-25	chr2	203239141	203239459	+	240.2	0.846	389.000000	384.0	9.7	39.53	0.00e+00	42.06	0.00e+00	0.58
chr10-10	chr10	119892410	119892728	+	240.2	0.879	388.000000	384.0	10.2	37.56	0.00e+00	53.63	0.00e+00	0.58
chr12-17	chr12	101279935	101280253	+	240.2	0.891	385.000000	384.0	9.2	41.73	0.00e+00	90.63	0.00e+00	0.58
chr17-35	chr17	42388645	42388963	+	240.2	0.806	389.000000	384.0	12.3	31.30	0.00e+00	59.05	0.00e+00	0.58
chr17-36	chr17	60392040	60392358	+	240.2	0.682	386.000000	384.0	8.2	46.94	0.00e+00	32.39	0.00e+00	0.58
chr3-14	chr3	187745591	187745909	+	239.6	0.886	385.000000	383.0	7.7	49.94	0.00e+00	33.61	0.00e+00	0.58
chr18-2	chr18	59139668	59139986	+	239.6	0.901	389.000000	383.0	9.7	39.43	0.00e+00	59.80	0.00e+00	0.58
chr20-20	chr20	63216179	63216497	+	239.6	0.880	390.000000	383.0	5.1	74.91	0.00e+00	46.64	0.00e+00	0.58
chr2-26	chr2	26764088	26764406	+	239.0	0.876	388.000000	382.0	7.7	49.81	0.00e+00	55.38	0.00e+00	0.58
chr3-15	chr3	183099489	183099807	+	239.0	0.893	382.000000	382.0	6.1	62.27	0.00e+00	81.91	0.00e+00	0.58
chr15-8	chr15	34342987	34343305	+	239.0	0.900	384.000000	382.0	14.3	26.69	0.00e+00	88.11	0.00e+00	0.58
chr19-33	chr19	38618931	38619249	+	239.0	0.926	382.000000	382.0	9.7	39.33	0.00e+00	80.21	0.00e+00	0.58
chr4-9	chr4	151760861	151761179	+	238.3	0.876	383.000000	381.0	6.1	62.10	0.00e+00	89.23	0.00e+00	0.58
chr9-12	chr9	129317567	129317885	+	238.3	0.898	382.000000	381.0	12.3	31.05	0.00e+00	55.50	0.00e+00	0.58
chr11-19	chr11	65477407	65477725	+	238.3	0.889	384.000000	381.0	6.1	62.10	0.00e+00	53.21	0.00e+00	0.58
chr16-27	chr16	89700173	89700491	+	238.3	0.933	384.000000	381.0	10.7	35.49	0.00e+00	54.46	0.00e+00	0.58
chr3-16	chr3	129690398	129690716	+	237.7	0.953	381.000000	380.0	3.6	106.18	0.00e+00	62.88	0.00e+00	0.58
chr5-11	chr5	149960578	149960896	+	237.7	0.901	385.000000	380.0	8.2	46.45	0.00e+00	74.64	0.00e+00	0.58
chr14-16	chr14	65102416	65102734	+	237.7	0.807	382.000000	380.0	4.6	82.59	0.00e+00	53.32	0.00e+00	0.58
chr5-10	chr5	168579495	168579813	+	237.1	0.884	390.000000	379.0	9.7	39.02	0.00e+00	71.23	0.00e+00	0.58
chr8-7	chr8	103415181	103415499	+	237.1	0.897	379.000000	379.0	11.8	32.23	0.00e+00	51.98	0.00e+00	0.58
chr19-34	chr19	49331625	49331943	+	237.1	0.941	381.000000	379.0	4.1	92.67	0.00e+00	94.58	0.00e+00	0.58
chr20-21	chr20	41692704	41693022	+	237.1	0.892	382.000000	379.0	12.8	29.65	0.00e+00	38.72	0.00e+00	0.58
chr1-26	chr1	88684039	88684357	+	236.5	0.924	383.000000	378.0	7.2	52.81	0.00e+00	95.91	0.00e+00	0.59
chr1-28	chr1	149899371	149899689	+	236.5	0.931	378.000000	378.0	7.7	49.29	0.00e+00	100.08	0.00e+00	0.59
chr3-17	chr3	40309478	40309796	+	236.5	0.912	379.000000	378.0	7.2	52.81	0.00e+00	93.57	0.00e+00	0.59
chr12-18	chr12	113773566	113773884	+	236.5	0.824	381.000000	378.0	6.1	61.61	0.00e+00	60.89	0.00e+00	0.59
chr12-15	chr12	120904253	120904571	+	236.5	0.913	390.000000	378.0	6.1	61.61	0.00e+00	68.91	0.00e+00	0.59
chr19-32	chr19	3990235	3990553	+	236.5	0.880	383.000000	378.0	5.1	73.94	0.00e+00	22.26	0.00e+00	0.59
chr1-27	chr1	52366035	52366353	+	235.8	0.923	380.000000	377.0	8.2	46.09	0.00e+00	73.11	0.00e+00	0.59
chr2-27	chr2	231464382	231464700	+	235.8	0.859	382.000000	377.0	14.8	25.43	0.00e+00	28.70	0.00e+00	0.59
chr2-28	chr2	240256329	240256647	+	235.8	0.819	378.000000	377.0	7.2	52.67	0.00e+00	43.31	0.00e+00	0.59
chr7-15	chr7	876146	876464	+	235.8	0.750	381.000000	377.0	3.1	122.90	0.00e+00	34.26	0.00e+00	0.59
chr11-20	chr11	65013921	65014239	+	235.8	0.918	378.000000	377.0	7.2	52.67	0.00e+00	72.19	0.00e+00	0.59
chr17-37	chr17	17237524	17237842	+	235.8	0.864	378.000000	377.0	2.6	147.48	0.00e+00	38.26	0.00e+00	0.59
chr20-22	chr20	44966258	44966576	+	235.8	0.873	382.000000	377.0	19.9	18.91	0.00e+00	45.01	0.00e+00	0.59
chr3-18	chr3	57756062	57756380	+	235.2	0.858	378.000000	376.0	12.3	30.64	0.00e+00	72.46	0.00e+00	0.59
chr14-17	chr14	61559637	61559955	+	235.2	0.919	376.000000	376.0	11.2	33.43	0.00e+00	50.65	0.00e+00	0.59
chr16-29	chr16	24539291	24539609	+	235.2	0.914	378.000000	376.0	14.3	26.27	0.00e+00	54.77	0.00e+00	0.59
chr17-40	chr17	40113200	40113518	+	235.2	0.888	377.000000	376.0	12.3	30.64	0.00e+00	27.32	0.00e+00	0.59
chr19-35	chr19	29841719	29842037	+	235.2	0.900	376.000000	376.0	11.8	31.98	0.00e+00	25.96	0.00e+00	0.59
chr20-23	chr20	18137897	18138215	+	235.2	0.822	380.000000	376.0	11.2	33.43	0.00e+00	33.09	0.00e+00	0.59
chr22-6	chr22	39490190	39490508	+	235.2	0.940	378.000000	376.0	9.2	40.86	0.00e+00	89.44	0.00e+00	0.59
chr20-25	chr20	5504469	5504787	+	234.6	0.917	377.000000	375.0	7.2	52.39	0.00e+00	73.19	0.00e+00	0.59
chr9-14	chr9	6704095	6704413	+	234.0	0.939	376.000000	374.0	4.1	91.44	0.00e+00	86.27	0.00e+00	0.59
chr9-13	chr9	129584091	129584409	+	234.0	0.909	377.000000	374.0	7.7	48.77	0.00e+00	60.89	0.00e+00	0.59
chr14-18	chr14	31262131	31262449	+	234.0	0.822	375.000000	374.0	13.3	28.14	0.00e+00	11.84	4.64e-255	0.59
chr15-9	chr15	90954692	90955010	+	234.0	0.936	382.000000	374.0	5.1	73.15	0.00e+00	68.60	0.00e+00	0.59
chr21-6	chr21	37366435	37366753	+	234.0	0.938	382.000000	374.0	4.1	91.44	0.00e+00	96.50	0.00e+00	0.59
chr16-28	chr16	71289287	71289605	+	233.3	0.929	379.000000	373.0	9.7	38.40	0.00e+00	67.60	0.00e+00	0.59
chr17-41	chr17	50543004	50543322	+	233.3	0.929	377.000000	373.0	14.3	26.06	0.00e+00	41.60	0.00e+00	0.59
chr20-24	chr20	23358035	23358353	+	233.3	0.884	378.000000	373.0	13.3	28.06	0.00e+00	14.47	2.09e-284	0.59
chr22-7	chr22	50700395	50700713	+	233.3	0.838	375.000000	373.0	8.7	42.92	0.00e+00	30.86	0.00e+00	0.59
chr6-13	chr6	33840440	33840758	+	232.7	0.895	375.000000	372.0	9.7	38.30	0.00e+00	48.61	0.00e+00	0.59
chr7-16	chr7	140398377	140398695	+	232.7	0.912	379.000000	372.0	6.6	55.97	0.00e+00	95.98	0.00e+00	0.59
chr8-6	chr8	17787145	17787463	+	232.7	0.867	380.000000	372.0	8.2	45.48	0.00e+00	56.63	0.00e+00	0.59
chr2-29	chr2	46326298	46326616	+	232.1	0.908	373.000000	371.0	8.7	42.69	0.00e+00	59.14	0.00e+00	0.59
chr7-17	chr7	27130808	27131126	+	232.1	0.926	378.000000	371.0	5.1	72.57	0.00e+00	60.73	0.00e+00	0.59
chr17-38	chr17	42536027	42536345	+	232.1	0.891	378.000000	371.0	6.6	55.82	0.00e+00	43.78	0.00e+00	0.59
chr4-10	chr4	7073615	7073933	+	231.5	0.947	371.000000	370.0	8.2	45.23	0.00e+00	58.07	0.00e+00	0.59
chr17-42	chr17	81967872	81968190	+	231.5	0.868	371.000000	370.0	10.7	34.46	0.00e+00	24.81	0.00e+00	0.59
chr2-30	chr2	45610434	45610752	+	230.8	0.950	370.000000	369.0	11.8	31.38	0.00e+00	66.09	0.00e+00	0.59
chr4-11	chr4	82373866	82374184	+	230.8	0.887	370.000000	369.0	6.1	60.15	0.00e+00	60.08	0.00e+00	0.59
chr16-30	chr16	81007407	81007725	+	230.8	0.885	372.000000	369.0	10.7	34.37	0.00e+00	44.06	0.00e+00	0.59
chr19-36	chr19	13116586	13116904	+	230.8	0.889	371.000000	369.0	7.2	51.55	0.00e+00	71.11	0.00e+00	0.59
chrX-3	chrX	102659753	102660071	+	230.8	0.919	372.000000	369.0	5.1	72.18	0.00e+00	108.03	0.00e+00	0.59
chr1-29	chr1	203795353	203795671	+	230.2	0.910	376.000000	368.0	6.6	55.37	0.00e+00	72.76	0.00e+00	0.59
chr16-31	chr16	30355275	30355593	+	230.2	0.850	368.000000	368.0	14.8	24.82	0.00e+00	30.36	0.00e+00	0.59
chr17-43	chr17	17416107	17416425	+	230.2	0.909	370.000000	368.0	8.2	44.99	0.00e+00	55.19	0.00e+00	0.59
chr17-39	chr17	32349927	32350245	+	230.2	0.935	377.000000	368.0	9.7	37.88	0.00e+00	69.59	0.00e+00	0.59
chr19-37	chr19	47113053	47113371	+	230.2	0.938	369.000000	368.0	8.2	44.99	0.00e+00	39.45	0.00e+00	0.59
chr9-15	chr9	71911432	71911750	+	229.6	0.921	367.000000	367.0	9.2	39.88	0.00e+00	57.30	0.00e+00	0.59
